asymptotic properties,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,18,16,22,31,32,25,165
wide range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,19,19,16,30,45,165
private information,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,27,26,20,31,31,163
empirical analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,18,17,35,31,32,162
learning models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,19,33,23,21,41,161
commonly used,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,18,19,19,18,30,28,160
data models,0,0,0,0,0,0,0,0,0,0,0,0,5,12,18,8,11,26,29,18,33,160
inference methods,0,0,0,0,0,0,0,0,0,0,0,6,3,13,15,10,13,20,16,22,37,155
study investigates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,10,17,38,65,154
central bank,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,24,17,16,22,28,36,153
stochastic volatility,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,12,15,25,15,34,13,152
also provide,0,0,0,0,0,0,0,0,0,0,0,4,0,7,11,17,20,22,28,21,21,151
statistically significant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,15,13,27,57,148
study examines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,19,11,14,32,61,148
interest rate,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,12,9,11,27,25,36,147
model selection,0,0,0,0,0,0,0,0,6,0,0,0,3,20,12,12,18,12,25,9,29,146
simulation studies,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,22,16,15,23,18,33,145
learning algorithms,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,27,20,21,13,31,22,145
learning methods,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,14,27,16,10,26,30,144
per capita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,14,12,40,36,144
treatment assignment,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,12,20,15,19,27,29,143
big data,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,27,27,9,11,18,22,142
utility functions,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,23,21,21,12,23,25,141
standard errors,0,0,0,0,0,0,0,0,0,0,0,0,12,16,14,13,21,14,19,14,17,140
lower bound,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,26,24,21,18,24,140
data analysis,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,17,28,9,17,26,26,140
across different,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,12,19,11,15,32,38,140
exchange rate,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,12,17,12,19,20,43,140
recent years,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,13,20,18,23,23,18,139
heterogeneous treatment,0,0,0,0,0,0,0,0,0,0,0,3,0,13,9,8,14,17,16,29,29,138
models llms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,83,138
optimization problem,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,22,19,15,14,19,25,138
human capital,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,24,11,28,24,31,137
utility function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,12,19,26,26,21,136
future research,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,20,13,23,29,31,136
empirical applications,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,12,18,24,21,34,135
economic development,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,22,20,9,8,31,22,135
null hypothesis,0,0,0,0,0,0,0,0,0,0,0,4,0,17,11,14,14,18,21,16,20,135
real data,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,22,19,25,16,13,21,134
analysis reveals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,18,33,62,133
growth rate,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,17,30,8,10,27,24,132
also find,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,20,19,8,15,24,27,131
asymptotically normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,19,18,21,18,28,131
decision maker,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,17,15,20,18,27,21,131
finite samples,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,14,14,19,16,17,25,129
gdp growth,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,17,14,17,40,25,129
findings reveal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,14,36,69,129
main result,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,14,23,23,20,25,128
long run,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,21,26,20,14,28,128
random utility,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,22,15,26,32,13,127
simulations show,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,6,21,11,19,22,24,126
propensity score,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,11,20,16,19,31,126
sufficient condition,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,12,15,20,15,18,28,126
sustainable development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,5,13,32,43,126
systemic risk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,21,12,17,4,37,125
decision makers,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,21,9,18,26,25,125
measurement error,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,25,15,8,11,26,26,124
results demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,14,30,58,124
identification estimation,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,18,12,11,17,17,23,123
linear models,0,0,0,0,0,0,0,0,0,0,4,0,5,10,9,5,13,23,9,21,24,123
observational data,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,11,19,8,24,38,123
economic activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,17,19,18,18,16,121
developing countries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,20,10,24,16,16,121
covariance matrix,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,19,12,19,12,19,16,120
findings indicate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,11,13,39,38,120
social networks,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,7,38,13,21,19,120
data set,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,16,22,15,19,14,14,119
statistical inference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,14,12,24,29,21,119
supply chains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,6,7,16,23,40,119
theoretical results,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,12,18,15,23,24,118
optimal policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,16,13,9,16,42,118
find evidence,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,23,14,15,17,16,17,118
proposed estimator,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,8,15,13,21,22,19,118
introduce new,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,20,13,14,14,21,26,118
percentage points,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,13,19,15,18,36,118
choice model,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,17,14,15,17,15,19,117
test statistics,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,7,22,13,16,17,23,117
empirical results,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,18,7,16,13,31,116
random forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,26,15,13,14,22,116
general equilibrium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,11,23,25,30,116
sample performance,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,14,15,18,15,21,13,116
asymptotic distribution,0,0,0,0,0,0,0,0,0,0,0,0,5,15,15,9,8,12,14,15,23,116
existing methods,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,8,13,10,23,34,114
paper considers,0,0,0,0,0,0,0,0,3,0,0,0,3,4,15,21,16,13,11,18,10,114
economic models,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,16,21,13,17,24,113
comparative statics,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,11,12,11,12,11,36,113
survey data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,19,20,12,14,28,113
partial identification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,19,7,17,18,26,111
principal component,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,18,12,18,19,21,109
first show,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,21,13,12,17,22,109
test statistic,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,13,19,10,13,11,14,109
real estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,14,12,29,15,109
sensitivity analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,15,9,15,15,32,109
paper explores,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,9,4,14,30,30,109
new approach,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,20,13,11,12,13,18,108
model based,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,15,13,10,23,12,9,108
electricity market,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,19,7,8,18,30,108
international trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,15,8,18,17,19,106
vector autoregressive,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,19,9,9,15,19,17,106
interest rates,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,11,10,20,17,28,106
production function,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,9,7,13,8,41,106
markov chain,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,27,10,11,11,13,10,106
doubly robust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,12,11,24,19,22,106
joint distribution,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,10,13,17,19,24,105
learning techniques,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,12,16,12,25,20,104
economic complexity,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,8,10,18,7,17,32,104
simulation results,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,6,6,14,12,21,22,104
income distribution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,19,11,9,21,22,104
results provide,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,12,10,12,15,31,104
results highlight,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,13,13,19,47,104
predictive power,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,10,16,14,15,26,104
matching markets,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,24,15,10,15,18,103
public goods,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,15,5,11,14,33,103
nuisance parameters,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,9,16,9,11,16,27,103
economic policy,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,18,10,14,9,10,22,102
novel approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,6,23,24,23,102
stable matching,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,27,11,17,22,102
different types,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,16,16,13,18,21,102
electricity markets,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,13,10,12,15,31,101
sample properties,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,18,12,13,19,12,5,101
network structure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,12,14,7,18,23,101
discontinuity designs,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,14,6,10,13,31,101
stochastic dominance,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,11,10,21,28,12,101
economic theory,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15,14,10,17,14,19,100
proposed model,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,11,23,12,11,10,14,100
model parameters,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,15,21,15,8,15,100
value function,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,4,13,17,8,17,15,100
special case,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,7,20,11,9,13,22,100
analysis shows,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,18,11,16,12,31,100
paper aims,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,21,16,17,12,12,99
resource allocation,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,9,16,7,32,20,99
data paper,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,12,16,11,15,11,18,99
paper shows,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,15,11,15,14,14,12,99
time periods,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,10,15,18,12,22,98
identified set,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,12,19,10,11,7,21,98
findings show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,9,17,22,29,98
european union,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,22,14,9,10,20,15,98
estimation procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,10,12,15,16,19,97
social network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,25,17,5,8,11,97
state space,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,7,10,14,12,15,20,97
paper study,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,8,12,23,13,16,9,96
results reveal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,8,10,13,50,96
minimum wage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,21,25,22,14,96
parallel trends,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,16,11,27,22,96
voting rules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,19,11,15,23,96
solution concept,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,9,11,18,9,15,14,96
proposed approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,19,12,21,11,16,96
apply method,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,12,9,16,5,15,19,95
network formation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,10,4,9,18,11,95
even though,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,15,16,21,11,6,13,94
empirical studies,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,14,10,15,15,20,94
models using,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,10,17,11,21,18,94
peer effects,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,20,7,6,33,19,94
two types,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,16,13,11,15,20,93
existing literature,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,8,20,29,17,93
special cases,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,10,17,13,10,19,93
social distancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,15,10,0,7,0,93
energy system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,4,19,17,24,92
learning approach,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,11,11,8,19,18,92
findings highlight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,32,49,92
develop new,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,11,19,13,9,18,91
estimation method,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,8,15,11,19,20,91
macroeconomic variables,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,13,12,13,18,10,91
supply demand,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,12,6,18,11,17,91
labour market,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,14,8,10,22,91
objective function,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,6,9,7,15,11,19,90
upper bound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,18,10,18,20,90
case studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,9,16,15,29,90
establish asymptotic,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,9,10,13,12,27,90
moment conditions,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,18,6,15,6,20,90
policy evaluation,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,9,8,19,9,18,90
policy learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,10,12,38,90
higher education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,17,7,19,23,90
data collected,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,18,12,18,14,10,90
method moments,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,9,8,23,6,21,89
sample selection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,15,16,20,17,89
introduce novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,18,27,29,89
shapley value,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,11,9,12,16,20,89
shed light,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,13,10,21,9,15,88
labor supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,15,13,11,31,88
electricity prices,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,19,5,16,17,7,17,88
logit model,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,23,10,7,7,11,10,88
optimal transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,9,19,13,22,88
market power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,9,14,24,87
public health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,26,13,11,8,16,87
randomized experiments,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,8,11,13,19,18,87
social learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,6,12,9,18,24,87
mental health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,8,7,16,87
optimal mechanism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,14,5,19,26,87
econometric models,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,11,8,14,21,16,86
two empirical,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,3,10,5,15,19,21,86
component analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,8,8,12,18,18,85
asset pricing,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,17,11,9,7,20,85
may lead,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,19,10,18,10,14,85
