panel data model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,5,6,3,30
carlo simulations demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,15,30
central bank digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,10,30
play important role,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,6,9,29
use machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,0,5,5,29
cooperative game theory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,3,6,8,29
multiagent reinforcement learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,15,29
impulse response functions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,10,8,29
synthetic control methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,7,4,5,28
effects panel data,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,5,0,7,28
dynamic factor model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,11,7,28
good finite sample,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,5,3,0,28
stochastic volatility model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,5,0,9,0,28
estimate causal effects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,9,27
top trading cycles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,6,8,27
paper proposes novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,5,8,26
provide sufficient conditions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,8,3,5,26
establish asymptotic properties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,11,26
simulations empirical application,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,4,9,25
models fixed effects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,5,0,4,25
well finite samples,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,5,3,6,25
quantile treatment effects,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,6,4,5,25
paper propose novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,6,24
structural vector autoregressions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,6,24
monte carlo mcmc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,4,3,24
empirical results show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,4,9,24
instrumental variable regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,7,24
causal inference methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,12,24
carbon dioxide emissions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,8,23
linear regression models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,3,23
global value chains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,4,0,3,23
social choice functions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,0,0,0,23
new york city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,4,5,23
artificial neural networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,4,4,0,23
paper propose new,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,8,23
general equilibrium model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,8,22
machine learning model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,5,22
social choice theory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,6,22
estimate causal effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,4,4,22
treatment effect estimates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,3,4,21
variable renewable energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,5,21
gender wage gap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,5,21
marginal treatment effects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,4,0,21
monetary policy shocks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,21
omitted variable bias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,4,21
machine learning framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,7,21
least squares estimator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,0,21
propensity score matching,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,20
propose novel approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,6,3,20
treatment effects treated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,8,20
valid confidence intervals,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,5,4,20
method moments gmm,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,7,0,3,20
global financial crisis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,5,20
paper studies identification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,0,4,20
dynamic panel data,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,3,0,4,20
deep neural network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,4,20
machine learning algorithm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,3,0,0,19
climate change mitigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,5,3,0,19
least squares ols,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,19
estimating average treatment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,19
deep learning models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,8,19
decentralized finance defi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,5,19
upper lower bounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,9,19
vector autoregressive var,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,4,5,19
dynamic factor models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,4,19
marginal treatment effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,4,19
component analysis pca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,19
study investigates impact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,19
dynamic treatment effects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,5,19
estimating treatment effects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,4,3,18
may independent interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,18
maximize social welfare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,3,18
modern machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,3,4,18
linear panel data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,4,3,18
plays important role,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,4,3,18
long shortterm memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,7,18
panel data settings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,3,18
structural equation modeling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,7,18
sample performance proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,4,18
panel data analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,7,18
number time periods,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,7,0,0,18
derive asymptotic distribution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,3,18
systematic literature review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,0,4,18
best knowledge first,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,4,18
carlo simulations empirical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,5,18
generalized linear models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,4,17
labor force participation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,4,17
models widely used,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,6,17
data generating processes,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,3,17
corporate social responsibility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,17
estimate average treatment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,5,17
paper introduces new,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,6,17
conditional moment restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,4,17
propose new approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,6,17
effect treated att,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,17
estimate treatment effects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,17
deferred acceptance mechanism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,3,17
machine learning approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,4,16
main result shows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,16
deferred acceptance algorithm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,5,0,16
estimation treatment effects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,5,16
results shed light,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,4,16
partial least squares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,4,16
development goals sdgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,6,16
vector error correction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,6,16
vector autoregression var,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,16
using monte carlo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,4,0,16
environmental social governance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16
electricity price forecasting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16
evolutionary game theory,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,5,16
highdimensional time series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,7,0,16
results highlight importance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,16
bayesian additive regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,16
last two decades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,5,0,16
sample size increases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,16
identification estimation inference,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,16
independence irrelevant alternatives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,15
distributional treatment effects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
vector autoregressive model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,15
simulation results show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,15
new keynesian model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,15
distribution potential outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,15
provide valuable insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,15
provide empirical evidence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,15
language processing nlp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,4,15
bank digital currency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,5,15
macroeconomic time series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,15
machine learning literature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,4,0,15
trading cycles ttc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,15
data envelopment analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,14
subjective expected utility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,14
mean square error,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,3,14
graph neural networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
direct investment fdi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,14
randomized controlled trial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,14
extensive simulation studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,14
panel study income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,14
construct confidence intervals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,14
directions future research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,14
extensive simulation study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,3,14
paper examines impact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,14
integrated moving average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,14
make informed decisions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,14
estimation average treatment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,14
many weak instruments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,14
low middleincome countries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,3,14
supply chain networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,14
human capital accumulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,14
study income dynamics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,14
estimation inference methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,4,14
approximate factor model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,13
labor market outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,13
offering valuable insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
stochastic general equilibrium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,13
plays crucial role,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,13
paper presents novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,13
language model llm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
impact covid pandemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,13
derive asymptotic properties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,13
findings highlight importance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,13
two empirical examples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,13
life cycle assessment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,13
valuable insights policymakers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
generalized autoregressive conditional,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,13
data models paper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,13
mechanism design problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,13
simulation study empirical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,13
statistical decision theory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,13
time series regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,13
matrixvalued time series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
sufficient conditions existence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,13
asymptotic properties proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,13
provides valuable insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12
fixed effects model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,12
dynamic stochastic general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,12
quantile regression models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,12
random serial dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,12
extensive monte carlo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,12
estimate causal impact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,12
impact artificial intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
doubly robust estimator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,12
