id,title,summary,published_date,authors,primary_category
http://arxiv.org/abs/2510.26613v1,Tests of exogeneity in duration models with censored data,"Consider the setting in which a researcher is interested in the causal effect
of a treatment $Z$ on a duration time $T$, which is subject to right censoring.
We assume that $T=\varphi(X,Z,U)$, where $X$ is a vector of baseline
covariates, $\varphi(X,Z,U)$ is strictly increasing in the error term $U$ for
each $(X,Z)$ and $U\sim \mathcal{U}[0,1]$. Therefore, the model is
nonparametric and nonseparable. We propose nonparametric tests for the
hypothesis that $Z$ is exogenous, meaning that $Z$ is independent of $U$ given
$X$. The test statistics rely on an instrumental variable $W$ that is
independent of $U$ given $X$. We assume that $X,W$ and $Z$ are all categorical.
Test statistics are constructed for the hypothesis that the conditional rank
$V_T= F_{T \mid X,Z}(T \mid X,Z)$ is independent of $(X,W)$ jointly. Under an
identifiability condition on $\varphi$, this hypothesis is equivalent to $Z$
being exogenous. However, note that $V_T$ is censored by $V_C =F_{T \mid X,Z}(C
\mid X,Z)$, which complicates the construction of the test statistics
significantly. We derive the limiting distributions of the proposed tests and
prove that our estimator of the distribution of $V_T$ converges to the uniform
distribution at a rate faster than the usual parametric $n^{-1/2}$-rate. We
demonstrate that the test statistics and bootstrap approximations for the
critical values have a good finite sample performance in various Monte Carlo
settings. Finally, we illustrate the tests with an empirical application to the
National Job Training Partnership Act (JTPA) Study.",2025-10-30 15:39:36+00:00,"['Gilles Crommen', 'Ingrid Van Keilegom', 'Jean-Pierre Florens']",econ.EM
http://arxiv.org/abs/2510.26503v1,The sustainability of contribution norms with income dynamics,"The sustainability of cooperation is crucial for understanding the progress
of societies. We study a repeated game in which individuals decide the share of
their income to transfer to other group members. A central feature of our model
is that individuals may, with some probability, switch incomes across periods,
our measure of income mobility, while the overall income distribution remains
constant over time. We analyze how income mobility and income inequality affect
the sustainability of contribution norms, informal agreements about how much
each member should transfer to the group. We find that greater income mobility
facilitates cooperation. In contrast, the effect of inequality is ambiguous and
depends on the progressivity of the contribution norm and the degree of
mobility. We apply our framework to an optimal taxation problem to examine the
interaction between public and private redistribution.",2025-10-30 13:55:56+00:00,"['Pau Juan-Bartroli', 'Esteban Muñoz-Sobrado']",econ.GN
http://arxiv.org/abs/2510.26470v1,In Defense of the Pre-Test: Valid Inference when Testing Violations of Parallel Trends for Difference-in-Differences,"The difference-in-differences (DID) research design is a key identification
strategy which allows researchers to estimate causal effects under the parallel
trends assumption. While the parallel trends assumption is counterfactual and
cannot be tested directly, researchers often examine pre-treatment periods to
check whether the time trends are parallel before treatment is administered.
Recently, researchers have been cautioned against using preliminary tests which
aim to detect violations of parallel trends in the pre-treatment period. In
this paper, we argue that preliminary testing can -- and should -- play an
important role within the DID research design. We propose a new and more
substantively appropriate conditional extrapolation assumption, which requires
an analyst to conduct a preliminary test to determine whether the severity of
pre-treatment parallel trend violations falls below an acceptable level before
extrapolation to the post-treatment period is justified. This stands in
contrast to prior work which can be interpreted as either setting the
acceptable level to be exactly zero (in which case preliminary tests lack
power) or assuming that extrapolation is always justified (in which case
preliminary tests are not required). Under mild assumptions on how close the
actual violation is to the acceptable level, we provide a consistent
preliminary test as well confidence intervals which are valid when conditioned
on the result of the test. The conditional coverage of these intervals
overcomes a common critique made against the use of preliminary testing within
the DID research design. We use real data as well as numerical simulations to
illustrate the performance of the proposed methods.",2025-10-30 13:21:23+00:00,"['Jonas M. Mikhaeil', 'Christopher Harshaw']",stat.ME
http://arxiv.org/abs/2510.26387v1,Robust Welfare under Imperfect Competition,"We study welfare analysis for policy changes when supply behavior is only
partially known. We augment the robust-demand approach of Kang and Vasserman
(2025) with two supply primitives--intervals of feasible pass-through and
conduct (market-power) parameters--applied to two equilibrium snapshots. A
simple accounting identity distills the supply-side contribution to welfare to
a simple integral expression. From there, we deduce that the bounds are
produced by a single-threshold ""bang-bang"" inverse pass-through function. This,
plus a modification of Kang and Vasserman's (2025) demand-side
characterization, delivers simple bounds for consumer surplus, producer
surplus, tax revenue, total surplus, and deadweight loss. We also study an ad
valorem extension.",2025-10-30 11:30:30+00:00,"['Konstantin von Beringe', 'Mark Whitmeyer']",econ.TH
http://arxiv.org/abs/2510.26263v2,The Effect of Using Popular Mathematical Puzzles on The Mathematical Thinking of Syrian Schoolchildren,"In this paper we provide a good overview of the problems and the background
of mathematics education in Syrian schools. We aimed to study the effect of
using popular mathematical puzzles on the mathematical thinking of
schoolchildren, by conducting a paired experimental study (pre-test and
post-test control group design) of the data we obtained through a sample taken
from students of sixth-grade primary school students in Syria the Lady Mary
School in Syria, in order to evaluate the extent of the impact of popular
mathematical puzzles on students' ability to solve problems and mathematical
skills, and then the skills were measured and the results were analyzed using a
t-test as a tool for statistical analysis.",2025-10-30 08:44:12+00:00,"['Duaa Abdullah', 'Jasem Hamoud']",econ.TH
http://arxiv.org/abs/2510.26106v1,Causal Inference with Groupwise Matching,"This paper examines methods of causal inference based on groupwise matching
when we observe multiple large groups of individuals over several periods. We
formulate causal inference validity through a generalized matching condition,
generalizing the parallel trend assumption in difference-in-differences
designs. We show that difference-in-differences, synthetic control, and
synthetic difference-in-differences designs are distinguished by the specific
matching conditions that they invoke. Through regret analysis, we demonstrate
that difference-in-differences and synthetic control with differencing are
complementary; the former dominates the latter if and only if the latter's
extrapolation error exceeds the former's matching error up to a term vanishing
at the parametric rate. The analysis also reveals that synthetic control with
differencing is equivalent to difference-in-differences when the parallel trend
assumption holds for both the pre-treatment and post-treatment periods. We
develop a statistical inference procedure based on synthetic control with
differencing and present an empirical application demonstrating its usefulness.",2025-10-30 03:31:49+00:00,"['Ratzanyel Rincón', 'Kyungchul Song']",econ.EM
http://arxiv.org/abs/2510.26091v1,TEE-BFT: Pricing the Security of Data Center Execution Assurance,"Blockchains face inherent limitations when communicating outside their own
ecosystem, largely due to the Byzantine Fault Tolerant (BFT) 3f+1 security
model. Trusted Execution Environments (TEEs) are a promising mitigation because
they allow a single trusted broker to interface securely with external systems.
  This paper develops a cost-of-collusion principal-agent model for
compromising a TEE in a Data Center Execution Assurance design. The model
isolates the main drivers of attack profitability: a K-of-n coordination
threshold, independent detection risk q, heterogeneous per-member sanctions
F_i, and a short-window flow prize (omega) proportional to the value secured
(beta times V).
  We derive closed-form deterrence thresholds and a conservative design bound
(V_safe) that make collusion unprofitable under transparent parameter choices.
Calibrations based on time-advantaged arbitrage indicate that plausible TEE
parameters can protect on the order of one trillion dollars in value. The
analysis informs the design of TEE-BFT, a blockchain architecture that combines
BFT consensus with near-stateless TEEs, distributed key generation, and
on-chain attestation to maintain security when interacting with external
systems.",2025-10-30 03:02:39+00:00,"['Alex Shamis', 'Matt Stephenson', 'Linfeng Zhou']",econ.TH
http://arxiv.org/abs/2510.26065v1,Price Levels in Heterogeneous-Agent Models,"We study a model of the Fiscal Theory of the Price Level (FTPL) in a
Bewley-Huggett-Aiyagari framework with heterogeneous agents. The model is set
in continuous time, and ex post heterogeneity arises due to idiosyncratic,
uninsurable income shocks. Such models have a natural interpretation as
mean-field games, introduced by Huang, Caines, and Malham\'e and by Lasry and
Lions. We highlight this connection and discuss the existence and multiplicity
of stationary equilibria in models with and without capital. Our focus is on
the mathematical analysis, and we prove the existence of two equilibria in
which the government runs constant primary deficits, which in turn implies the
existence of multiple price levels.",2025-10-30 01:38:08+00:00,['Felix Höfer'],econ.TH
http://arxiv.org/abs/2510.26051v1,Estimation and Inference in Boundary Discontinuity Designs: Distance-Based Methods,"We study the statistical properties of nonparametric distance-based
(isotropic) local polynomial regression estimators of the boundary average
treatment effect curve, a key causal functional parameter capturing
heterogeneous treatment effects in boundary discontinuity designs. We present
necessary and/or sufficient conditions for identification, estimation, and
inference in large samples, both pointwise and uniformly along the boundary.
Our theoretical results highlight the crucial role played by the ``regularity''
of the boundary (a one-dimensional manifold) over which identification,
estimation, and inference are conducted. Our methods are illustrated with
simulated data. Companion general-purpose software is provided.",2025-10-30 01:03:57+00:00,"['Matias D. Cattaneo', 'Rocio Titiunik', 'Ruiqi', 'Yu']",econ.EM
http://arxiv.org/abs/2510.26035v1,Budget Forecasting and Integrated Strategic Planning for Leaders,"This study explored how advanced budgeting techniques and economic indicators
influence funding levels and strategic alignment in California Community
Colleges (CCCs). Despite widespread implementation of budgeting reforms, many
CCCs continue to face challenges aligning financial planning with institutional
missions, particularly in supporting diversity, equity, and inclusion (DEI)
initiatives. The study used a quantitative correlational design, analyzing 30
years of publicly available economic data, including unemployment rates, GDP
growth, and CPI, in relation to CCC funding trends. Results revealed a strong
positive correlation between GDP growth and CCC funding levels, as well as
between CPI and funding levels, underscoring the predictive value of
macroeconomic indicators in budget planning. These findings emphasize the need
for educational leaders to integrate economic forecasting into budget planning
processes to safeguard institutional effectiveness and sustain programs serving
underrepresented student populations.",2025-10-30 00:22:50+00:00,['Matt Salehi'],q-fin.GN
http://arxiv.org/abs/2510.26030v1,World personal income distribution evolution measured by purchasing power parity exchange rates,"The evolution of global income distribution from 1988 to 2018 is analyzed
using purchasing power parity exchange rates and well-established statistical
distributions. This research proposes the use of two separate distributions to
more accurately represent the overall data, rather than relying on a single
distribution. The global income distribution was fitted to log-normal and gamma
functions, which are standard tools in econophysics. Despite limitations in
data completeness during the early years, the available information covered the
vast majority of the world's population. Probability density function (PDF)
curves enabled the identification of key peaks in the distribution, while
complementary cumulative distribution function (CCDF) curves highlighted
general trends in inequality. Initially, the global income distribution
exhibited a bimodal pattern; however, the growth of middle classes in highly
populated countries such as China and India has driven the transition to a
unimodal distribution in recent years. While single-function fits with gamma or
log-normal distributions provided reasonable accuracy, the bimodal approach
constructed as a sum of log-normal distributions yielded near-perfect fits.",2025-10-30 00:10:35+00:00,"['J. D. A. Islas-García', 'M. del Castillo-Mussot', 'Marcelo B. Ribeiro']",econ.GN
http://arxiv.org/abs/2510.25743v1,Agentic Economic Modeling,"We introduce Agentic Economic Modeling (AEM), a framework that aligns
synthetic LLM choices with small-sample human evidence for reliable econometric
inference. AEM first generates task-conditioned synthetic choices via LLMs,
then learns a bias-correction mapping from task features and raw LLM choices to
human-aligned choices, upon which standard econometric estimators perform
inference to recover demand elasticities and treatment effects.We validate AEM
in two experiments. In a large scale conjoint study with millions of
observations, using only 10% of the original data to fit the correction model
lowers the error of the demand-parameter estimates, while uncorrected LLM
choices even increase the errors. In a regional field experiment, a mixture
model calibrated on 10% of geographic regions estimates an out-of-domain
treatment effect of -65\pm10 bps, closely matching the full human experiment
(-60\pm8 bps).Under time-wise extrapolation, training with only day-one human
data yields -24 bps (95% CI: [-26, -22], p<1e-5),improving over the human-only
day-one baseline (-17 bps, 95% CI: [-43, +9], p=0.2049).These results
demonstrate AEM's potential to improve RCT efficiency and establish a
foundation method for LLM-based counterfactual generation.",2025-10-29 17:46:07+00:00,"['Bohan Zhang', 'Jiaxuan Li', 'Ali Hortaçsu', 'Xiaoyang Ye', 'Victor Chernozhukov', 'Angelo Ni', 'Edward Huang']",econ.EM
http://arxiv.org/abs/2510.25738v1,Walrasian equilibria are almost always finite in number,"We show that in the context of exchange economies defined by aggregate excess
demand functions on the full open price simplex, the generic economy has a
finite number of equilibria. Genericicity is proved also for critical economies
and, in both cases, in the strong sense that it holds for an open dense subset
of economies in the Whitney topology. We use the concept of finite singularity
type from singularity theory. This concept ensures that the number of
equilibria of a map appear only in finite number. We then show that maps of
finite singularity type make up an open and dense subset of all smooth maps and
translate the result to the set of aggregate excess demand functions of an
exchange economy.
  Along the way, we extend the classical results of Sonnenschein-Mantel-Debreu
to aggregate excess demand functions defined on the full open price simplex,
rather than just compact subsets of the simplex.",2025-10-29 17:41:59+00:00,"['Sofia B. S. D. Castro', 'Peter B. Gothen']",econ.TH
http://arxiv.org/abs/2510.25607v1,Inference on Welfare and Value Functionals under Optimal Treatment Assignment,"We provide theoretical results for the estimation and inference of a class of
welfare and value functionals of the nonparametric conditional average
treatment effect (CATE) function under optimal treatment assignment, i.e.,
treatment is assigned to an observed type if and only if its CATE is
nonnegative. For the optimal welfare functional defined as the average value of
CATE on the subpopulation with nonnegative CATE, we establish the $\sqrt{n}$
asymptotic normality of the semiparametric plug-in estimators and provide an
analytical asymptotic variance formula. For more general value functionals, we
show that the plug-in estimators are typically asymptotically normal at the
1-dimensional nonparametric estimation rate, and we provide a consistent
variance estimator based on the sieve Riesz representer, as well as a proposed
computational procedure for numerical integration on submanifolds. The key
reason underlying the different convergence rates for the welfare functional
versus the general value functional lies in that, on the boundary subpopulation
for whom CATE is zero, the integrand vanishes for the welfare functional but
does not for general value functionals. We demonstrate in Monte Carlo
simulations the good finite-sample performance of our estimation and inference
procedures, and conduct an empirical application of our methods on the
effectiveness of job training programs on earnings using the JTPA data set.",2025-10-29 15:16:11+00:00,"['Xiaohong Chen', 'Zhenxiao Chen', 'Wayne Yuan Gao']",econ.EM
http://arxiv.org/abs/2510.25487v1,The Latin Monetary Union and Trade: A Closer Look,"This paper reexamines the effects of the Latin Monetary Union (LMU) - a 19th
century agreement among several European countries to standardize their
currencies through a bimetallic system based on fixed gold and silver content -
on trade. Unlike previous studies, this paper adopts the latest advances in
gravity modeling and a more rigorous approach to defining the control group by
accounting for the diversity of currency regimes during the early years of the
LMU. My findings suggest that the LMU had a positive effect on trade between
its members until the early 1870s, when bimetallism was still considered a
viable monetary system. These effects then faded, converging to zero. Results
are robust to the inclusion of additional potential confounders, the use of
various samples spanning different countries and trade data sources, and
alternative methodological choices.",2025-10-29 13:08:06+00:00,['Jacopo Timini'],econ.GN
http://arxiv.org/abs/2510.25275v1,New methods to compensate artists in music streaming platforms,"We study the problem of measuring the popularity of artists in music
streaming platforms and the ensuing methods to compensate them (from the
revenues platforms raise by charging users). We uncover the space of popularity
indices upon exploring the implications of several axioms capturing principles
with normative appeal. As a result, we characterize several families of
indices. Some of them are intimately connected to the Shapley value, the
central tool in cooperative game theory. Our characterizations might help to
address the rising concern in the music industry to explore new methods that
reward artists more appropriately. We actually connect our families to the new
royalties models, recently launched by Spotify and Deezer.",2025-10-29 08:36:25+00:00,"['Gustavo Bergantiños', 'Juan D. Moreno-Ternero']",econ.TH
http://arxiv.org/abs/2510.25066v1,Frequentist Persuasion,"A sender persuades a strategically naive decisionmaker (DM) by committing
privately to an experiment. Sender's choice of experiment is unknown to the DM,
who must form her posterior beliefs nonparametrically by applying some learning
rule to an IID sample of (state, message) realizations.
  We show that, given mild regularity conditions, the empirical payoff
functions hypo-converge to the full-information counterpart. This is sufficient
to ensure that payoffs and optimal signals converge to the Bayesian benchmark.
  For finite sample sizes, the force of this ""sampling friction"" is
nonmonotonic: it can induce more informative experiments than the Bayesian
benchmark in settings like the classic Prosecutor-Judge game, and less
revelation even in situations with perfectly aligned preferences. For many
problems with state-independent preferences, we show that there is an optimal
finite sample size for the DM. Although the DM would always prefer a larger
sample for a fixed experiment, this result holds because the sample size
affects sender's choice of experiment.
  Our results are robust to imperfectly informative feedback and the choice of
learning rule.",2025-10-29 01:09:43+00:00,"['Arnav Sood', 'James Best']",econ.TH
http://arxiv.org/abs/2510.24990v1,The Economics of AI Training Data: A Research Agenda,"Despite data's central role in AI production, it remains the least understood
input. As AI labs exhaust public data and turn to proprietary sources, with
deals reaching hundreds of millions of dollars, research across computer
science, economics, law, and policy has fragmented. We establish data economics
as a coherent field through three contributions. First, we characterize data's
distinctive properties -- nonrivalry, context dependence, and emergent rivalry
through contamination -- and trace historical precedents for market formation
in commodities such as oil and grain. Second, we present systematic
documentation of AI training data deals from 2020 to 2025, revealing persistent
market fragmentation, five distinct pricing mechanisms (from per-unit licensing
to commissioning), and that most deals exclude original creators from
compensation. Third, we propose a formal hierarchy of exchangeable data units
(token, record, dataset, corpus, stream) and argue for data's explicit
representation in production functions. Building on these foundations, we
outline four open research problems foundational to data economics: measuring
context-dependent value, balancing governance with privacy, estimating data's
contribution to production, and designing mechanisms for heterogeneous,
compositional goods.",2025-10-28 21:37:35+00:00,"['Hamidah Oderinwale', 'Anna Kazlauskas']",cs.CY
http://arxiv.org/abs/2510.24923v1,Automation Experiments and Inequality,"An increasingly large number of experiments study the labor productivity
effects of automation technologies such as generative algorithms. A popular
question in these experiments relates to inequality: does the technology
increase output more for high- or low-skill workers? The answer is often used
to anticipate the distributional effects of the technology as it continues to
improve. In this paper, we formalize the theoretical content of this empirical
test, focusing on automation experiments as commonly designed. Worker-level
output depends on a task-level production function, and workers are
heterogeneous in their task-level skills. Workers perform a task themselves, or
they delegate it to the automation technology. The inequality effect of
improved automation depends on the interaction of two factors: ($i$) the
correlation in task-level skills across workers, and ($ii$) workers' skills
relative to the technology's capability. Importantly, the sign of the
inequality effect is often non-monotonic -- as technologies improve, inequality
may decrease then increase, or vice versa. Finally, we use data and theory to
highlight cases when skills are likely to be positively or negatively
correlated. The model generally suggests that the diversity of automation
technologies will play an important role in the evolution of inequality.",2025-10-28 19:52:42+00:00,"['Seth Benzell', 'Kyle Myers']",econ.GN
http://arxiv.org/abs/2510.24916v1,Productivity Beliefs and Efficiency in Science,"We develop a method to estimate producers' productivity beliefs when output
quantities and input prices are unobservable, and we use it to evaluate the
market for science. Our model of researchers' labor supply shows how their
willingness to pay for inputs reveals their productivity beliefs. We estimate
the model's parameters using data from a nationally representative survey of
researchers and find the distribution of productivity to be very skewed. Our
counterfactuals indicate that a more efficient allocation of the current budget
could be worth billions of dollars. There are substantial gains from developing
new ways of identifying talented scientists.",2025-10-28 19:36:59+00:00,"['Fabio Bertolotti', 'Kyle Myers', 'Wei Yang Tham']",econ.GN
