id,title,published_date,authors,primary_category,summary,year
http://arxiv.org/abs/2012.14999v1,The Involution of Industrial Life Cycle on Atlantic City Gambling Industry,2020-12-30 01:31:46+00:00,"['Jin Quan Zhou', 'Wen Jin He']",econ.GN,"The industrial life cycle theory has proved to be helpful for describing the
evolution of industries from birth to maturity. This paper is to highlight the
historical evolution stage of Atlantic City's gambling industry in a structural
framework covered by industrial market, industrial organization, industrial
policies and innovation. Data mining was employed to obtain from local official
documents, to verify the module of industrial life cycle in differential phases
as introduction, development, maturity and decline. The trajectory of Atlantic
City's gambling sector evolution reveals the process from the stages of
introduction to decline via a set of variables describing structural properties
of this industry such as product, market and organization of industry under a
special industry environment in which industry recession as a result of theory
of industry life cycle is a particular evidence be proved again. Innovation of
the gambling industry presents the ongoing recovering process of the Atlantic
City gambling industry enriches the theory of industrial life cycle in service
sectors.",2020
http://arxiv.org/abs/2012.14976v1,"REME -- Renewable Energy and Materials Economy -- The Path to Energy Security, Prosperity and Climate Stability",2020-12-29 23:34:44+00:00,['Peter Eisenberger'],physics.soc-ph,"A Renewable Energy and Materials Economy (REME) is proposed as the solution
to the climate change threat. REME mimics nature to produce carbon neutral
liquid fuels and chemicals as well as carbon negative materials by using water,
CO$_2$ from the atmosphere and renewable energy as inputs. By being in harmony
with nature REME has a positive feedback between economic development and
climate change protection. In REME the feedback driven accelerated rate of
economic growth enables the climate change threat to be addressed in a timely
manner. It is also cost-effective protection because it sequesters by
monetizing the carbon removed from the air in carbon-based building materials.
Thus, addressing the climate change threat is not a cost to the economy but a
result of REME driven prosperity.",2020
http://arxiv.org/abs/2012.14962v5,The Impact of Corona Populism: Empirical Evidence from Austria and Theory,2020-12-29 22:36:09+00:00,['Patrick Mellacher'],econ.GN,"I study the co-evolution between public opinion and party policy in
situations of crises by investigating a policy U-turn of a major Austrian
right-wing party (FPOE) during the Covid-19 pandemic. My analysis suggests the
existence of both i) a ""Downsian"" effect, which causes voters to adapt their
party preferences based on policy congruence and ii) a ""party identification""
effect, which causes partisans to realign their policy preferences based on
""their"" party's platform. Specifically, I use individual-level panel data to
show that i) ""corona skeptical"" voters who did not vote for the FPOE in the
pre-Covid-19 elections of 2019 were more likely to vote for the party after it
embraced ""corona populism"", and ii) beliefs of respondents who declared that
they voted for the FPOE in 2019 diverged from the rest of the population in
three out of four health-dimensions only after the turn, causing them to
underestimate the threat posed by Covid-19 compared to the rest of the
population. Using aggregate-level panel data, I study whether the turn has
produced significant behavioral differences which could be observed in terms of
reported cases and deaths per capita. Paradoxically, after the turn the FPOE
vote share is significantly positively correlated with deaths per capita, but
not with the reported number of infections. I hypothesize that this due to a
self-selection bias in testing, which causes a correlation between the number
of ""corona skeptics"" and the share of unreported cases after the turn. I find
empirical support for this hypothesis in individual-level data from a Covid-19
prevalence study that involves information about participants' true vs.
reported infection status. I finally study a simple heterogeneous mixing
epidemiological model and show that a testing bias can indeed explain the
apparent paradox of an increase in deaths without an increase in reported
cases.",2020
http://arxiv.org/abs/2012.14941v1,The wealth of nations and the health of populations: A quasi-experimental design of the impact of sovereign debt crises on child mortality,2020-12-29 20:57:59+00:00,['Adel Daoud'],econ.GN,"The wealth of nations and the health of populations are intimately strongly
associated, yet the extent to which economic prosperity (GDP per capita) causes
improved health remains disputed. The purpose of this article is to analyze the
impact of sovereign debt crises (SDC) on child mortality, using a sample of 57
low- and middle-income countries surveyed by the Demographic and Health Survey
between the years 1990 and 2015. These surveys supply 229 household data and
containing about 3 million childbirth history records. This focus on SDC
instead of GDP provides a quasi-experimental moment in which the influence of
unobserved confounding is less than a moment analyzing the normal fluctuations
of GDP. This study measures child mortality at six thresholds: neonatal,
under-one (infant), under-two, under-three, under-four, and under-five
mortality. Using a machine-learning (ML) model for causal inference, this study
finds that while an SDC causes an adverse yet statistically insignificant
effect on neonatal mortality, all other child mortality group samples are
adversely affected between a probability of 0.12 to 0.14 (all statistically
significant at the 95-percent threshold). Through this ML, this study also
finds that the most important treatment heterogeneity moderator, in the entire
adjustment set, is whether a child is born in a low-income country.",2020
http://arxiv.org/abs/2012.14898v2,Exponential Communication Separations between Notions of Selfishness,2020-12-29 18:41:44+00:00,"['Aviad Rubinstein', 'Raghuvansh R. Saxena', 'Clayton Thomas', 'S. Mathew Weinberg', 'Junyao Zhao']",cs.GT,"We consider the problem of implementing a fixed social choice function
between multiple players (which takes as input a type $t_i$ from each player
$i$ and outputs an outcome $f(t_1,\ldots, t_n)$), in which each player must be
incentivized to follow the protocol. In particular, we study the communication
requirements of a protocol which: (a) implements $f$, (b) implements $f$ and
computes payments that make it ex-post incentive compatible (EPIC) to follow
the protocol, and (c) implements $f$ and computes payments in a way that makes
it dominant-strategy incentive compatible (DSIC) to follow the protocol.
  We show exponential separations between all three of these quantities,
already for just two players. That is, we first construct an $f$ such that $f$
can be implemented in communication $c$, but any EPIC implementation of $f$
(with any choice of payments) requires communication $\exp(c)$. This answers an
open question of [FS09, BBS13]. Second, we construct an $f$ such that an EPIC
protocol implements $f$ with communication $C$, but all DSIC implementations of
$f$ require communication $\exp(C)$.",2020
http://arxiv.org/abs/2012.14886v2,A Pairwise Strategic Network Formation Model with Group Heterogeneity: With an Application to International Travel,2020-12-29 18:24:35+00:00,['Tadao Hoshino'],econ.EM,"In this study, we consider a pairwise network formation model in which each
dyad of agents strategically determines the link status between them. Our model
allows the agents to have unobserved group heterogeneity in the propensity of
link formation. For the model estimation, we propose a three-step maximum
likelihood (ML) method. First, we obtain consistent estimates for the
heterogeneity parameters at individual level using the ML estimator. Second, we
estimate the latent group structure using the binary segmentation algorithm
based on the results obtained from the first step. Finally, based on the
estimated group membership, we re-execute the ML estimation. Under certain
regularity conditions, we show that the proposed estimator is asymptotically
unbiased and distributed as normal at the parametric rate. As an empirical
illustration, we focus on the network data of international visa-free travels.
The results indicate the presence of significant strategic complementarity and
a certain level of degree heterogeneity in the network formation behavior.",2020
http://arxiv.org/abs/2012.14823v2,Bias-Aware Inference in Regularized Regression Models,2020-12-29 16:06:43+00:00,"['Timothy B. Armstrong', 'Michal Kolesár', 'Soonwoo Kwon']",econ.EM,"We consider inference on a scalar regression coefficient under a constraint
on the magnitude of the control coefficients. A class of estimators based on a
regularized propensity score regression is shown to exactly solve a tradeoff
between worst-case bias and variance. We derive confidence intervals (CIs)
based on these estimators that are bias-aware: they account for the possible
bias of the estimator. Under homoskedastic Gaussian errors, these estimators
and CIs are near-optimal in finite samples for MSE and CI length. We also
provide conditions for asymptotic validity of the CI with unknown and possibly
heteroskedastic error distribution, and derive novel optimal rates of
convergence under high-dimensional asymptotics that allow the number of
regressors to increase more quickly than the number of observations. Extensive
simulations and an empirical application illustrate the performance of our
methods.",2020
http://arxiv.org/abs/2012.14820v2,Bayesian analysis of seasonally cointegrated VAR model,2020-12-29 15:57:54+00:00,['Justyna Wróblewska'],econ.EM,"The paper aims at developing the Bayesian seasonally cointegrated model for
quarterly data. We propose the prior structure, derive the set of full
conditional posterior distributions, and propose the sampling scheme. The
identification of cointegrating spaces is obtained \emph{via} orthonormality
restrictions imposed on vectors spanning them. In the case of annual frequency,
the cointegrating vectors are complex, which should be taken into account when
identifying them. The point estimation of the cointegrating spaces is also
discussed. The presented methods are illustrated by a simulation experiment and
are employed in the analysis of money and prices in the Polish economy.",2020
http://arxiv.org/abs/2012.14693v1,The impact of Climate on Economic and Financial Cycles: A Markov-switching Panel Approach,2020-12-29 10:09:46+00:00,"['Monica Billio', 'Roberto Casarin', 'Enrica De Cian', 'Malcolm Mistry', 'Anthony Osuntuyi']",econ.EM,"This paper examines the impact of climate shocks on 13 European economies
analysing jointly business and financial cycles, in different phases and
disentangling the effects for different sector channels. A Bayesian Panel
Markov-switching framework is proposed to jointly estimate the impact of
extreme weather events on the economies as well as the interaction between
business and financial cycles. Results from the empirical analysis suggest that
extreme weather events impact asymmetrically across the different phases of the
economy and heterogeneously across the EU countries. Moreover, we highlight how
the manufacturing output, a component of the industrial production index,
constitutes the main channel through which climate shocks impact the EU
economies.",2020
http://arxiv.org/abs/2012.14557v3,Twofold Multiprior Preferences and Failures of Contingent Reasoning,2020-12-29 01:36:26+00:00,"['Federico Echenique', 'Masaki Miyashita', 'Yuta Nakamura', 'Luciano Pomatto', 'Jamie Vinson']",econ.TH,"We propose a model of incomplete \textit{twofold multiprior preferences}, in
which an act $f$ is ranked above an act $g$ only when $f$ provides higher
utility in a worst-case scenario than what $g$ provides in a best-case
scenario. The model explains failures of contingent reasoning, captured through
a weakening of the state-by-state monotonicity (or dominance) axiom. Our model
gives rise to rich comparative statics results, as well as extension exercises,
and connections to choice theory. We present an application to second-price
auctions.",2020
http://arxiv.org/abs/2012.14503v1,"Growth, development, and structural change at the firm-level: The example of the PR China",2020-12-28 22:05:40+00:00,"['Torsten Heinrich', 'Jangho Yang', 'Shuanping Dai']",econ.GN,"Understanding the microeconomic details of technological catch-up processes
offers great potential for informing both innovation economics and development
policy. We study the economic transition of the PR China from an agrarian
country to a high-tech economy as one example for such a case. It is clear from
past literature that rapidly rising productivity levels played a crucial role.
However, the distribution of labor productivity in Chinese firms has not been
comprehensively investigated and it remains an open question if this can be
used to guide economic development. We analyze labor productivity and the
dynamic change of labor productivity in firm-level data for the years 1998-2013
from the Chinese Industrial Enterprise Database. We demonstrate that both
variables are conveniently modeled as L\'evy alpha-stable distributions,
provide parameter estimates and analyze dynamic changes to this distribution.
We find that the productivity gains were not due to super-star firms, but due
to a systematic shift of the entire distribution with otherwise mostly
unchanged characteristics. We also found an emerging right-skew in the
distribution of labor productivity change. While there are significant
differences between the 31 provinces and autonomous regions of the P.R. China,
we also show that there are systematic relations between micro-level and
province-level variables. We conclude with some implications of these findings
for development policy.",2020
http://arxiv.org/abs/2012.14372v1,On a Japanese Subjective Well-Being Indicator Based on Twitter data,2020-12-28 17:28:30+00:00,"['Tiziana Carpi', 'Airo Hino', 'Stefano Maria Iacus', 'Giuseppe Porro']",stat.AP,"This study presents for the first time the SWB-J index, a subjective
well-being indicator for Japan based on Twitter data. The index is composed by
eight dimensions of subjective well-being and is estimated relying on Twitter
data by using human supervised sentiment analysis. The index is then compared
with the analogous SWB-I index for Italy, in order to verify possible analogies
and cultural differences. Further, through structural equation models, a causal
assumption is tested to see whether the economic and health conditions of the
country influence the well-being latent variable and how this latent dimension
affects the SWB-J and SWB-I indicators. It turns out that, as expected, the
economic and health welfare is only one aspect of the multidimensional
well-being that is captured by the Twitter-based indicator.",2020
http://arxiv.org/abs/2012.14432v5,Local Dominance,2020-12-28 15:34:55+00:00,"['Emiliano Catonini', 'Jingyi Xue']",econ.TH,"We define notions of dominance between two actions in a dynamic game. Local
dominance considers players who have a blurred view of the future and compare
the two actions by first focusing on the outcomes that may realize at the
current stage. When considering the possibility that the game may continue,
they can only check that the local comparison is not overturned under the
assumption of ""continuing in the same way"" after the two actions (in a newly
defined sense). Despite the lack of forward planning, local dominance solves
dynamic mechanisms that were found easy to play and implements social choice
functions that cannot be implemented in obviously-dominant strategies.",2020
http://arxiv.org/abs/2012.14153v1,Succeeding at home and abroad -- Accounting for the international spillovers of cities' SDG actions,2020-12-28 09:08:17+00:00,"['Rebecka Ericsdotter Engstrom', 'David Collste', 'Sarah E. Cornell', 'Francis X Johnson', 'Henrik Carlsen', 'Fernando Jaramillo', 'Goran Finnveden', 'Georgia Destouni', 'Mark Howells', 'Nina Weitz', 'Viveka Palm', 'Francesco Fuso-Nerini']",physics.soc-ph,"Local SDG action is imperative to reach the 2030 Agenda, but different
strategies for progressing on one SDG locally may cause different 'spillovers'
on the same and other SDGs beyond local and national borders. We call for
research efforts to empower local authorities to 'account globally' when acting
locally.",2020
http://arxiv.org/abs/2012.13937v2,Time-Transformed Test for the Explosive Bubbles under Non-stationary Volatility,2020-12-27 13:20:48+00:00,"['Eiji Kurozumi', 'Anton Skrobotov', 'Alexey Tsarev']",econ.EM,"This paper is devoted to testing for the explosive bubble under time-varying
non-stationary volatility. Because the limiting distribution of the seminal
Phillips et al. (2011) test depends on the variance function and usually
requires a bootstrap implementation under heteroskedasticity, we construct the
test based on a deformation of the time domain. The proposed test is
asymptotically pivotal under the null hypothesis and its limiting distribution
coincides with that of the standard test under homoskedasticity, so that the
test does not require computationally extensive methods for inference.
Appealing finite sample properties are demonstrated through Monte-Carlo
simulations. An empirical application demonstrates that the upsurge behavior of
cryptocurrency time series in the middle of the sample is partially explained
by the volatility change.",2020
http://arxiv.org/abs/2012.13830v1,Calculated Boldness: Optimizing Financial Decisions with Illiquid Assets,2020-12-26 23:33:33+00:00,"['Stanislav Shalunov', 'Alexei Kitaev', 'Yakov Shalunov', 'Arseniy Akopyan']",q-fin.PM,"We consider games of chance played by someone with external capital that
cannot be applied to the game and determine how this affects risk-adjusted
optimal betting. Specifically, we focus on Kelly optimization as a metric,
optimizing the expected logarithm of total capital including both capital in
play and the external capital. For games with multiple rounds, we determine the
optimal strategy through dynamic programming and construct a close
approximation through the WKB method. The strategy can be described in terms of
short-term utility functions, with risk aversion depending on the ratio of the
amount in the game to the external money. Thus, a rational player's behavior
varies between conservative play that approaches Kelly strategy as they are
able to invest a larger fraction of total wealth and extremely aggressive play
that maximizes linear expectation when a larger portion of their capital is
locked away. Because you always have expected future productivity to account
for as external resources, this goes counter to the conventional wisdom that
super-Kelly betting is a ruinous proposition.",2020
http://arxiv.org/abs/2012.13816v1,"Value of agreement in decision analysis: Concept, measures and application",2020-12-26 21:26:39+00:00,['Tom Pape'],econ.GN,"In multi-criteria decision analysis workshops, participants often appraise
the options individually before discussing the scoring as a group. The
individual appraisals lead to score ranges within which the group then seeks
the necessary agreement to identify their preferred option. Preference
programming enables some options to be identified as dominated even before the
group agrees on a precise scoring for them. Workshop participants usually face
time pressure to make a decision. Decision support can be provided by flagging
options for which further agreement on their scores seems particularly
valuable. By valuable, we mean the opportunity to identify other options as
dominated (using preference programming) without having their precise scores
agreed beforehand. The present paper quantifies this Value of Agreement and
extends the concept to portfolio decision analysis and criterion weights. The
new concept is validated through a case study in recruitment.",2020
http://arxiv.org/abs/2012.13813v1,Prioritising data items for business analytics: Framework and application to human resources,2020-12-26 21:19:39+00:00,['Tom Pape'],econ.GN,"The popularity of business intelligence (BI) systems to support business
analytics has tremendously increased in the last decade. The determination of
data items that should be stored in the BI system is vital to ensure the
success of an organisation's business analytic strategy. Expanding conventional
BI systems often leads to high costs of internally generating, cleansing and
maintaining new data items whilst the additional data storage costs are in many
cases of minor concern -- what is a conceptual difference to big data systems.
Thus, potential additional insights resulting from a new data item in the BI
system need to be balanced with the often high costs of data creation. While
the literature acknowledges this decision problem, no model-based approach to
inform this decision has hitherto been proposed. The present research describes
a prescriptive framework to prioritise data items for business analytics and
applies it to human resources. To achieve this goal, the proposed framework
captures core business activities in a comprehensive process map and assesses
their relative importance and possible data support with multi-criteria
decision analysis.",2020
http://arxiv.org/abs/2012.13805v4,Weighting-Based Treatment Effect Estimation via Distribution Learning,2020-12-26 20:15:44+00:00,"['Dongcheng Zhang', 'Kunpeng Zhang']",cs.LG,"Existing weighting methods for treatment effect estimation are often built
upon the idea of propensity scores or covariate balance. They usually impose
strong assumptions on treatment assignment or outcome model to obtain unbiased
estimation, such as linearity or specific functional forms, which easily leads
to the major drawback of model mis-specification. In this paper, we aim to
alleviate these issues by developing a distribution learning-based weighting
method. We first learn the true underlying distribution of covariates
conditioned on treatment assignment, then leverage the ratio of covariates'
density in the treatment group to that of the control group as the weight for
estimating treatment effects. Specifically, we propose to approximate the
distribution of covariates in both treatment and control groups through
invertible transformations via change of variables. To demonstrate the
superiority, robustness, and generalizability of our method, we conduct
extensive experiments using synthetic and real data. From the experiment
results, we find that our method for estimating average treatment effect on
treated (ATT) with observational data outperforms several cutting-edge
weighting-only benchmarking methods, and it maintains its advantage under a
doubly-robust estimation framework that combines weighting with some advanced
outcome modeling methods.",2020
http://arxiv.org/abs/2012.13710v1,Analysis of Randomized Experiments with Network Interference and Noncompliance,2020-12-26 10:11:20+00:00,['Bora Kim'],econ.EM,"Randomized experiments have become a standard tool in economics. In analyzing
randomized experiments, the traditional approach has been based on the Stable
Unit Treatment Value (SUTVA: \cite{rubin}) assumption which dictates that there
is no interference between individuals. However, the SUTVA assumption fails to
hold in many applications due to social interaction, general equilibrium,
and/or externality effects. While much progress has been made in relaxing the
SUTVA assumption, most of this literature has only considered a setting with
perfect compliance to treatment assignment. In practice, however, noncompliance
occurs frequently where the actual treatment receipt is different from the
assignment to the treatment. In this paper, we study causal effects in
randomized experiments with network interference and noncompliance. Spillovers
are allowed to occur at both treatment choice stage and outcome realization
stage. In particular, we explicitly model treatment choices of agents as a
binary game of incomplete information where resulting equilibrium treatment
choice probabilities affect outcomes of interest. Outcomes are further
characterized by a random coefficient model to allow for general unobserved
heterogeneity in the causal effects. After defining our causal parameters of
interest, we propose a simple control function estimator and derive its
asymptotic properties under large-network asymptotics. We apply our methods to
the randomized subsidy program of \cite{dupas} where we find evidence of
spillover effects on both short-run and long-run adoption of
insecticide-treated bed nets. Finally, we illustrate the usefulness of our
methods by analyzing the impact of counterfactual subsidy policies.",2020
http://arxiv.org/abs/2012.13657v1,Negative votes to depolarize politics,2020-12-26 01:05:24+00:00,['Karthik H. Shankar'],econ.TH,"The controversies around the 2020 US presidential elections certainly casts
serious concerns on the efficiency of the current voting system in representing
the people's will. Is the naive Plurality voting suitable in an extremely
polarized political environment? Alternate voting schemes are gradually gaining
public support, wherein the voters rank their choices instead of just voting
for their first preference. However they do not capture certain crucial aspects
of voter preferences like disapprovals and negativities against candidates. I
argue that these unexpressed negativities are the predominant source of
polarization in politics. I propose a voting scheme with an explicit expression
of these negative preferences, so that we can simultaneously decipher the
popularity as well as the polarity of each candidate. The winner is picked by
an optimal tradeoff between the most popular and the least polarizing
candidate. By penalizing the candidates for their polarization, we can
discourage the divisive campaign rhetorics and pave way for potential third
party candidates.",2020
http://arxiv.org/abs/2012.13650v1,A Theory of Updating Ambiguous Information,2020-12-26 00:12:59+00:00,['Rui Tang'],econ.TH,"We introduce a new updating rule, the conditional maximum likelihood rule
(CML) for updating ambiguous information. The CML formula replaces the
likelihood term in Bayes' rule with the maximal likelihood of the given signal
conditional on the state. We show that CML satisfies a new axiom, increased
sensitivity after updating, while other updating rules do not. With CML, a
decision maker's posterior is unaffected by the order in which independent
signals arrive. CML also accommodates recent experimental findings on updating
signals of unknown accuracy and has simple predictions on learning with such
signals. We show that an information designer can almost achieve her maximal
payoff with a suitable ambiguous information structure whenever the agent
updates according to CML.",2020
http://arxiv.org/abs/2012.13614v1,Quantile regression with generated dependent variable and covariates,2020-12-25 19:12:18+00:00,['Jayeeta Bhattacharya'],econ.EM,"We study linear quantile regression models when regressors and/or dependent
variable are not directly observed but estimated in an initial first step and
used in the second step quantile regression for estimating the quantile
parameters. This general class of generated quantile regression (GQR) covers
various statistical applications, for instance, estimation of endogenous
quantile regression models and triangular structural equation models, and some
new relevant applications are discussed. We study the asymptotic distribution
of the two-step estimator, which is challenging because of the presence of
generated covariates and/or dependent variable in the non-smooth quantile
regression estimator. We employ techniques from empirical process theory to
find uniform Bahadur expansion for the two step estimator, which is used to
establish the asymptotic results. We illustrate the performance of the GQR
estimator through simulations and an empirical application based on auctions.",2020
http://arxiv.org/abs/2012.13514v1,Using social recognition to address the gender difference in volunteering for low-promotability tasks,2020-12-25 04:41:57+00:00,"['Ritwik Banerjee', 'Priyoma Mustafi']",econ.GN,"Research shows that women volunteer significantly more for tasks that people
prefer others to complete. Such tasks carry little monetary incentives because
of their very nature. We use a modified version of the volunteer's dilemma game
to examine if non-monetary interventions, particularly, social recognition can
be used to change the gender norms associated with such tasks. We design three
treatments, where a) a volunteer receives positive social recognition, b) a
non-volunteer receives negative social recognition, and c) a volunteer receives
positive, but a non-volunteer receives negative social recognition. Our results
indicate that competition for social recognition increases the overall
likelihood that someone in a group has volunteered. Positive social recognition
closes the gender gap observed in the baseline treatment, so does the
combination of positive and negative social recognition. Our results,
consistent with the prior literature on gender differences in competition,
suggest that public recognition of volunteering can change the default gender
norms in organizations and increase efficiency at the same time.",2020
