paper propose novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,7,14,15,37,73,130,224,217,68,55,67,75,82,1088
central limit theorem,0,0,0,0,0,0,0,0,6,7,5,28,30,20,32,34,36,26,48,35,46,59,58,83,68,90,78,85,82,111,1067
machine learning methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,11,10,21,28,40,111,160,189,103,99,94,92,94,1066
recurrent neural networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,24,49,127,210,260,191,35,39,29,34,29,1040
mean squared error,0,0,0,0,0,0,0,0,0,6,3,8,5,5,9,9,12,24,27,33,36,58,76,98,117,86,71,76,106,147,1012
average treatment effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,35,19,46,64,85,95,118,130,185,205,1008
generalized linear models,0,0,0,0,0,0,0,0,0,0,0,9,13,16,18,15,15,40,42,39,49,46,56,86,102,77,83,97,90,83,976
reproducing kernel hilbert,0,0,0,0,0,0,0,0,0,0,0,8,7,6,14,13,29,34,27,32,33,44,66,70,100,101,67,104,87,112,954
false discovery rate,0,0,0,0,0,0,0,0,0,6,6,16,19,15,18,20,18,27,37,35,42,51,68,71,57,77,69,80,84,125,941
experimental results show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,19,18,11,26,23,63,132,241,214,33,31,51,39,31,939
large language models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,121,322,469,923
multivariate time series,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,5,16,18,12,26,40,30,66,74,149,89,68,96,93,112,910
gaussian process regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,20,28,33,35,52,73,80,112,78,79,69,99,76,865
sequential monte carlo,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,26,26,51,52,61,61,61,57,52,42,44,64,62,72,98,861
natural language processing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,8,20,46,119,161,149,43,62,65,50,41,792
simulated real data,0,0,0,0,0,0,0,0,0,0,0,8,4,7,16,15,24,35,48,38,46,52,55,67,61,66,55,59,66,50,772
paper propose new,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,9,15,19,24,28,36,52,87,133,105,42,67,49,38,33,751
hamiltonian monte carlo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,31,26,37,61,57,61,69,95,65,67,72,78,748
neural networks dnns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,30,125,177,205,27,46,35,41,30,731
empirical risk minimization,0,0,0,0,0,0,0,0,0,3,0,9,0,5,3,0,11,6,28,25,35,43,44,88,87,60,60,71,62,75,715
monte carlo methods,0,0,0,0,0,0,0,0,0,0,3,9,3,10,19,22,27,36,30,48,49,50,38,39,63,49,42,44,67,53,701
monte carlo simulation,0,0,0,0,0,0,0,0,0,0,0,6,9,6,8,8,17,23,23,35,39,43,40,51,65,48,55,61,84,76,697
partial differential equations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,9,8,17,38,40,79,101,56,58,69,84,111,696
hidden markov models,0,0,0,0,0,0,0,0,5,10,0,15,8,16,13,24,50,37,32,37,44,49,55,46,48,50,32,43,46,34,694
gradient descent sgd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,16,20,33,88,99,121,71,55,64,61,54,688
monte carlo simulations,0,0,0,0,0,0,0,0,0,0,0,4,6,11,7,17,17,27,25,29,28,31,41,35,45,56,65,54,77,111,686
machine learning techniques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,7,17,50,98,151,132,35,37,53,59,31,686
extensive simulation studies,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,5,14,8,22,31,33,41,70,66,64,68,103,144,685
performance proposed method,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,13,12,26,23,39,51,76,73,64,69,73,62,80,672
stochastic block model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,15,27,59,38,50,63,53,66,57,58,55,60,50,672
synthetic real data,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,18,13,26,27,40,48,54,74,74,56,65,51,54,54,671
show proposed method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,15,11,23,27,48,73,127,115,52,55,38,30,39,664
recurrent neural network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,32,63,149,164,108,28,29,24,17,10,648
markov decision processes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,5,8,16,16,38,107,105,61,77,66,53,66,641
time series forecasting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,10,11,26,65,104,80,31,43,129,123,633
results show proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,10,11,19,44,76,138,126,44,42,33,29,37,632
stochastic differential equations,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,12,24,11,25,16,41,31,41,62,57,49,60,94,89,629
support vector machines,0,0,0,0,0,0,0,0,0,0,15,9,6,10,12,7,32,27,22,23,41,51,69,100,73,18,31,28,27,28,629
bayesian neural networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,20,53,87,94,86,58,77,63,71,621
support vector machine,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,0,16,25,20,23,26,56,98,114,95,35,17,31,25,21,620
latent variable models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,17,22,32,30,40,66,65,82,33,59,43,50,51,618
kernel hilbert space,0,0,0,0,0,0,0,0,0,0,0,5,3,4,10,5,12,18,17,22,26,33,47,47,60,71,41,67,57,73,618
best knowledge first,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,15,22,39,63,100,91,39,58,56,52,56,615
consistency asymptotic normality,0,0,0,0,0,0,0,0,0,9,5,11,11,4,15,10,18,18,17,26,34,32,34,27,40,48,47,52,61,94,613
approximate bayesian computation,0,0,0,0,0,0,0,0,0,0,0,0,11,9,7,20,25,28,38,49,49,49,51,64,46,32,34,28,44,27,611
finite sample performance,0,0,0,0,0,0,0,0,0,4,0,3,10,9,7,14,13,18,16,26,31,39,31,45,53,54,59,49,64,56,601
deep generative models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,28,42,89,116,83,58,46,45,41,37,600
real data sets,0,0,0,0,0,0,0,0,0,0,0,5,7,7,8,20,29,21,30,33,36,48,55,60,62,54,47,33,27,16,598
machine learning model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,13,68,106,140,46,48,52,57,47,590
upper lower bounds,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,15,14,14,22,22,26,26,31,40,60,43,46,56,63,97,590
synthetic realworld datasets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,17,16,41,44,83,42,47,69,82,125,586
independent identically distributed,0,0,0,0,0,0,0,0,0,7,6,9,10,11,13,14,20,20,22,27,27,32,27,42,58,40,33,50,64,45,577
experimental results demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,8,14,16,67,113,110,22,21,45,62,57,565
mean square error,0,0,0,0,0,0,0,0,0,0,0,5,8,5,11,14,15,25,33,31,30,45,58,52,52,32,33,41,40,35,565
adversarial networks gans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,57,122,132,116,36,25,29,16,16,560
demonstrate effectiveness proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,10,9,19,49,96,98,46,36,45,54,68,559
linear regression model,0,0,0,0,0,0,0,0,0,3,4,7,6,3,8,11,14,19,21,13,26,38,46,38,50,46,43,52,59,43,550
neural network models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,10,29,101,131,116,27,27,22,39,31,546
component analysis pca,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,9,12,14,24,22,34,38,31,52,47,39,40,41,49,58,528
real data analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,14,20,17,18,31,39,32,54,43,49,63,76,57,524
machine learning applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,15,18,23,59,79,93,45,45,37,55,36,518
probability density function,0,0,0,0,0,0,0,0,0,0,3,3,3,4,13,12,25,18,20,34,26,36,43,44,52,37,38,31,40,32,514
artificial neural networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,18,35,76,102,100,50,38,32,23,20,511
time series models,0,0,0,0,0,0,0,0,0,0,5,10,3,6,4,11,24,24,19,16,27,21,24,44,85,29,35,44,37,42,510
propose novel approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,9,9,21,31,46,71,77,30,32,38,63,57,498
nonnegative matrix factorization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,18,37,22,52,44,48,59,51,33,38,17,24,33,497
electronic health records,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,53,107,76,32,39,40,37,69,495
neural network architectures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,24,82,112,105,28,37,31,38,23,494
functional data analysis,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,7,7,16,14,18,24,18,23,35,42,55,34,51,71,61,491
language models llms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,164,253,476
graph neural network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,113,164,39,32,37,27,33,476
long shortterm memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,35,94,122,81,22,31,13,28,25,475
gene expression data,0,0,0,0,0,0,0,0,0,0,0,5,9,6,15,18,33,35,34,25,34,22,45,36,40,18,25,24,29,20,473
gaussian graphical models,0,0,0,0,0,0,0,0,0,0,0,0,7,8,18,7,25,25,32,41,23,29,49,36,26,32,26,38,27,21,470
neural networks gnns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,71,143,42,48,49,61,44,468
markov decision process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,6,8,13,39,93,89,49,44,30,37,42,465
neural networks cnns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,41,99,138,87,22,19,10,17,12,464
maximum likelihood estimators,0,0,0,0,0,0,0,0,0,4,6,13,14,8,10,9,18,19,19,23,23,41,38,23,35,25,32,30,32,41,463
statistics machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16,16,17,20,36,54,37,47,43,42,58,61,461
deep learning methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,10,16,59,113,98,36,26,32,42,19,461
linear regression models,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,15,7,11,11,22,25,32,32,42,49,34,28,41,49,44,460
real data examples,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,9,18,18,19,34,36,26,39,44,52,42,39,49,20,460
using machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,18,47,91,108,39,41,26,37,32,455
magnetic resonance imaging,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,6,6,13,15,26,27,31,43,67,60,37,25,27,26,29,454
average treatment effects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,8,20,36,29,35,44,58,59,79,72,454
effectiveness proposed method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,15,9,4,15,37,70,77,33,40,48,42,50,454
neural architecture search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,156,162,38,25,10,12,5,452
high dimensional data,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,12,11,19,24,29,27,34,31,60,58,21,37,29,22,19,451
neural network architecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,36,63,117,89,24,22,25,25,32,451
reinforcement learning algorithms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,14,65,133,113,31,20,21,19,24,449
machine learning tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,17,25,43,85,89,37,30,40,23,32,446
monte carlo algorithm,0,0,0,0,0,0,0,0,0,0,3,0,3,5,5,12,14,26,28,26,24,37,34,28,35,34,29,17,48,37,445
hidden markov model,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,9,22,17,21,24,23,27,51,36,49,33,31,26,31,28,440
linear mixed models,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,7,13,14,20,15,21,22,34,40,22,38,44,43,46,45,436
propose new method,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,13,17,14,20,27,47,56,47,44,38,35,31,24,432
training deep neural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,32,69,111,99,20,24,14,19,13,427
deep convolutional neural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,19,24,66,84,113,61,19,14,8,4,4,426
time series analysis,0,0,0,0,0,0,0,0,0,0,0,10,6,0,5,5,0,13,5,16,22,19,36,55,39,28,28,41,49,48,425
random matrix theory,0,0,0,0,0,0,0,0,0,0,8,0,3,8,5,8,8,11,15,16,21,22,29,25,40,35,29,28,54,57,422
generative adversarial network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,86,114,97,29,16,16,12,9,422
gaussian mixture model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,15,14,28,35,47,67,31,31,35,48,44,420
simulation studies demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,14,19,14,32,37,38,28,38,70,115,419
ordinary differential equations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,20,7,21,8,17,32,73,43,48,49,38,45,418
simulations real data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,16,12,12,15,27,24,30,30,41,37,41,63,54,416
gaussian mixture models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,18,22,16,40,28,32,48,32,26,36,40,56,416
demonstrate proposed method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,7,12,39,72,65,40,25,44,44,50,411
numerical experiments demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,9,17,16,45,38,31,33,42,61,93,408
large data sets,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,8,13,11,29,24,31,34,51,38,43,30,19,29,19,17,407
canonical correlation analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,16,12,24,21,39,41,33,31,49,21,12,31,27,33,403
synthetic real datasets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,15,16,20,40,57,47,34,40,30,35,46,402
modern machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,29,47,58,42,50,36,46,65,399
likelihood ratio test,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,8,21,28,22,24,25,29,23,30,37,28,16,26,36,34,399
compared existing methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,17,16,28,42,40,32,26,45,57,69,398
change point detection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,5,21,16,45,53,51,39,43,65,42,398
extensive simulation study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,12,11,14,18,20,24,36,40,36,40,39,46,48,397
alternating direction method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,21,24,29,37,48,52,37,24,13,29,25,27,396
monte carlo sampling,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,10,6,9,13,18,22,30,33,38,34,32,42,43,49,394
neural network model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,12,16,57,107,97,16,12,25,18,20,393
least squares estimator,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,10,13,16,16,26,39,26,27,37,36,25,23,28,20,27,391
stochastic differential equation,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,9,8,13,12,17,17,14,17,36,33,37,37,37,41,52,391
singular value decomposition,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,5,8,16,23,18,25,28,38,37,46,25,19,23,38,21,386
real data example,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,3,9,8,16,21,18,28,29,35,40,38,28,36,37,22,383
simulation studies show,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,4,7,8,17,19,28,22,31,35,42,42,31,34,50,381
central limit theorems,0,0,0,0,0,0,0,0,0,4,4,10,10,15,10,9,10,16,13,13,30,20,22,28,23,23,19,25,38,37,379
propose novel method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,9,14,20,38,48,72,28,19,30,41,44,379
discovery rate fdr,0,0,0,0,0,0,0,0,0,0,0,6,7,8,7,10,4,8,12,16,17,22,26,23,22,34,29,36,31,60,378
treatment effect estimation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,20,45,23,44,69,79,78,377
kernel ridge regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,7,18,14,31,33,41,43,31,46,45,46,376
demonstrate superior performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,6,11,13,30,53,34,32,25,46,53,62,376
directed acyclic graphs,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,23,19,10,9,8,15,14,32,31,15,36,44,50,51,375
functional time series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,9,28,31,29,40,52,37,22,27,51,32,374
sample covariance matrix,0,0,0,0,0,0,0,0,0,0,7,4,3,5,6,13,16,15,15,27,26,36,27,22,22,28,32,25,27,17,373
kernel density estimation,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,9,15,9,10,15,19,31,27,38,43,12,29,26,27,47,371
extreme value theory,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,10,5,11,7,11,16,17,29,43,26,23,32,37,36,52,368
direction method multipliers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,21,18,30,36,44,48,36,24,12,25,25,26,368
neural network cnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,41,71,112,76,10,12,12,10,9,367
deep learning model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,64,105,88,17,18,21,20,14,360
maximum mean discrepancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,10,7,15,31,38,55,51,24,32,27,56,360
state space models,0,0,0,0,0,0,0,0,0,0,5,0,6,4,7,0,9,21,13,21,30,26,23,35,21,24,27,21,44,22,359
consider problem estimating,0,0,0,0,0,0,0,0,0,0,4,7,7,8,15,12,12,18,9,17,23,26,28,28,29,16,35,19,20,26,359
simulation studies real,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,9,15,9,18,23,20,39,34,38,30,55,51,358
training neural networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,26,43,88,61,27,31,17,24,21,358
necessary sufficient conditions,0,0,0,0,0,0,0,0,0,4,3,0,7,7,6,14,6,12,18,19,14,28,15,20,34,18,31,28,26,41,351
neural network training,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,43,68,78,33,22,29,28,36,351
monte carlo method,0,0,0,0,0,0,0,0,0,0,4,4,4,6,0,7,5,14,14,26,19,27,25,29,22,21,32,30,36,25,350
directed acyclic graph,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,16,15,9,9,9,15,20,24,32,40,42,41,31,38,350
independent component analysis,0,0,0,0,0,0,0,0,0,0,6,0,0,3,7,0,16,17,13,14,22,23,32,23,33,25,23,21,34,37,349
studies real data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,13,9,18,24,20,36,34,34,31,53,52,347
graph convolutional networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,51,132,100,10,7,7,13,10,344
experiments synthetic realworld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,8,8,11,22,32,42,18,26,30,47,85,339
neural tangent kernel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,80,50,52,39,40,35,339
fractional brownian motion,0,0,0,0,0,0,0,0,0,0,0,0,9,26,14,22,8,22,8,10,22,19,15,24,20,31,32,20,15,21,338
may independent interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,8,12,15,24,24,40,36,42,45,34,43,337
experiments synthetic real,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,15,12,18,22,36,42,37,25,36,25,18,38,337
gaussian processes gps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,8,15,35,36,32,40,27,35,44,52,337
many machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,8,16,25,41,65,54,24,26,21,19,20,336
total variation distance,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,9,6,15,12,18,35,20,36,27,33,36,39,37,333
synthetic realworld data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,8,10,10,18,32,37,49,22,31,27,40,26,332
heterogeneous treatment effects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,18,16,24,34,45,43,63,60,332
work propose novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,4,7,33,57,84,23,26,24,25,29,331
machine learning approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,15,20,34,59,56,30,19,31,24,25,329
kernel hilbert spaces,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,8,17,15,10,10,7,11,20,26,36,27,22,36,32,40,329
neural networks trained,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,39,56,69,28,23,31,35,24,324
extensive numerical experiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,12,21,31,26,29,25,46,51,68,323
generalized linear model,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,4,8,8,11,11,16,22,19,31,28,30,29,33,33,26,322
ordinary least squares,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,9,9,8,11,11,15,19,19,30,37,21,42,36,38,322
paper proposes novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,16,14,30,45,43,20,22,35,39,44,322
small sample sizes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,13,13,9,15,15,20,25,21,27,29,26,48,46,322
wide range applications,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,13,8,17,18,25,33,54,28,22,31,31,26,321
latent variable model,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,7,16,17,13,22,26,42,46,23,29,22,28,18,320
numerical experiments show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,8,8,18,24,31,42,30,34,35,18,29,30,319
plays important role,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,7,7,10,14,13,16,40,42,50,30,19,17,28,15,319
topological data analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,12,19,26,39,36,17,38,39,33,39,318
paper proposes new,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,10,6,9,14,14,20,26,42,42,25,28,29,24,16,318
machine learning problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,10,18,22,36,51,54,33,25,21,14,14,317
machine learning approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,17,31,58,70,23,25,19,27,32,315
randomized controlled trials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,8,31,35,39,51,60,73,315
statistical machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,12,10,17,27,23,35,28,45,34,27,49,314
gradient descent algorithm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,23,35,41,50,27,29,24,25,32,314
gaussian process models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15,10,13,16,21,17,29,45,19,29,36,24,25,313
machine learning systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,19,45,67,73,20,22,17,19,20,313
